outlet_id,outlet_name,url,outlet_type,community_id
339,Milford-Orange Bulletin,http://www.ctbulletin.com/,Newspaper/Magazine,NA
340,Community Television Network,http://www.ctnannarborblog.org/,TV Station,3
341,Boulder Daily Camera,http://www.dailycamera.com/,Newspaper/Magazine,12
342,The Daily Eastern News,http://www.dailyeasternnews.com/,Newspaper/Magazine,15
343,Daily Tribune,http://www.dailytribune.com/,Newspaper/Magazine,73
344,Damn Arbor,http://www.damnarbor.com/,Online Only,3
345,Delaware Politics,http://www.delawarepolitics.net/,Online Only,21
346,WUCX FM 90.1,http://www.deltabroadcasting.org/home/,Radio Station,6
347,DetroitWonk,http://www.detroitwonk.com/,Online Only,73
348,KQUR FM 94.9 Border Broadcasters,http://www.digital949.com/,Radio Station,43
349,Dover Post,http://www.doverpost.com/,Newspaper/Magazine,21
350,East County Times,http://www.eastbaytimes.com/east-county-times,Newspaper/Magazine,4
351,The Issaquah Press,http://www.eastofseattle.news/issaquah/,Newspaper/Magazine,37
352,K210DL 89.9 FM,http://www.effectradio.com/,Radio Station,5
353,El Informador,http://www.elinformadorusa.com/,Online Only,99
354,El Sol Del Desierto,http://www.elsoldeldesiertoav.com/,Online Only,62
355,El Sol,http://www.elsolnews.com/,Newspaper/Magazine,79
356,W281BD 104.1 FM,http://www.espn930.com/,Radio Station,21
357,WTLB 1310,http://www.espncny.com/,Radio Station,87
358,W246 BU 97.1,http://www.espnupstate.com/,Radio Station,76
359,The East St. Louis Monitor,http://www.estlmonitor.com/,Newspaper/Magazine,22
360,NA,http://www.estlmonitor.com,Newspaper/Magazine,NA
361,KPXQ AM 1360,http://www.faithtalk1360.com/,Online Only,NA
362,K287BS 105.3,http://www.familyradio.com/,Radio Station,81
363,WJCH FM 106.9 Religious,http://www.familyradio.org/,Radio Station,41
364,Faribault County Register,http://www.faribaultcountyregister.com/,Newspaper/Magazine,25
365,Fort Knox Gold Standard,http://www.fkgoldstandard.com/,Newspaper/Magazine,23
366,W268BB 101.5 Family Life Network,http://www.fln.org/,Radio Station,80
367,NA,http://www.foreverstatecollege.com/espn-1450/,Radio Station,80
368,NA,http://www.foreverstatecollege.com/happy-103/,Radio Station,80
369,KMVU-DT Ch. 26 Fox,http://www.fox26medford.com/,TV Station,50
370,WMYT-TV Channel 55,http://www.fox46charlotte.com/,TV Station,71
371,WFGE 101.1 Froggy 101,http://www.froggy101fm.com/,Radio Station,80
372,Glendale Star,http://www.glendalestar.com/,Newspaper/Magazine,28
373,Glendora Community News,http://www.glendoracommunitynews.com/,Newspaper/Magazine,29
374,WLPR 960,http://www.goforth.org/WLPR960/,Radio Station,68
375,Tracy Press,http://www.goldenstatenewspapers.com/tracy_press/,Newspaper/Magazine,86
376,Spartanburg Herald,http://www.goupstate.com/,Newspaper/Magazine,76
377,Herald Review,http://www.grandrapidsmn.com/,Newspaper/Magazine,31
378,Grand Rapids Business Journal,http://www.grbj.com/,Newspaper/Magazine,31
379,GRTV,http://www.grcmc.org/grtv,TV Station,31
380,NA,http://www.grcmc.org/wyce/,Radio Station,99
381,GRNow,http://www.grnow.com/,Online Only,31
382,WGVV-LP 92.5 Groove 92.5,http://www.groove925.com/,Radio Station,72
383,Grand Rapids Times,http://www.grtimes.com/,Newspaper/Magazine,31
384,KINE AM 1330,http://www.hawaiian105.com/,Radio Station,39
385,LaPorte Herald-Argus,http://www.heraldargus.com/,Newspaper/Magazine,41
386,The Herald,http://www.heraldonline.com/,Newspaper/Magazine,71
387,KNEX FM 106.1 MBM Radio Larado,http://www.hot1061.net/,Radio Station,43
388,W231 BA 94.1,http://www.hot981.com/,Radio Station,76
389,If the River Swells,http://www.iftheriverswells.com/,Online Only,31
390,InnerCircle Corona,http://www.innercirclecorona.com/,Online Only,18
391,Issaquah 360,http://www.issaquah360.com/,Online Only,37
392,Issaquah/Sammamish Reporter,http://www.issaquahreporter.com/,Newspaper/Magazine,37
393,York County Journal Tribune,http://www.journaltribune.com/,Newspaper/Magazine,11
394,KALI Radio Zion,http://www.kali900am.com/,Radio Station,94
395,KBNL FM 89.9 World Radio Network Inc,http://www.kbnl.org/,Radio Station,43
396,KBZK-TV 7,http://www.kbzk.com/,TV Station,13
397,KCFI AM 1250,http://www.kcfiradio.com/,Radio Station,14
398,KCMX 880,http://www.kcmxam.com/,Radio Station,50
399,K250BG 97.9 FM,http://www.kdkr.org/,Radio Station,32
400,KDNA 91.9 La Voz del Campesino,http://www.kdna.org/,Radio Station,100
401,KDRV Channel 12 Oregon TV ABC,http://www.kdrv.com/,TV Station,50
402,KEOM FM 88.5 Mesquite Independent School District,http://www.keom.fm/,Radio Station,53
403,WKZT TV 23 (PBS),http://www.ket.org/,TV Station,23
404,KFFM 107.3 Today's Hit Music,http://www.kffm.com/,Radio Station,100
405,K203BR 88.5 Beautiful Sacred Music,http://www.kfsi.org/,Radio Station,96
406,KFTX FM 97.5 Real Country,http://www.kftx.com/,Radio Station,39
407,KGLT-FM 91.9,http://www.kglt.net/,Radio Station,13
408,KGNS 8 NBC,http://www.kgns.tv/,TV Station,43
409,KGNU AM 1390,http://www.kgnu.org/,Radio Station,12
410,WQCC FM 106.3 Mississippi,http://www.kicks1063.com/,Radio Station,40
411,Kingsville Record and Bishop News,http://www.kingsvillerecord.com/,Newspaper/Magazine,39
412,KKDV 92.1 Diablo Valley's Hometown Station,http://www.kkdv.com/,Radio Station,91
413,KKIQ-FM2 101.7 Your Hometown Station,http://www.kkiq.com/,Radio Station,86
414,WLKB FM 89.1,http://www.klove.com/,Radio Station,6
415,KMDY W209 ch 89.7,http://www.kmdy.org/,Radio Station,69
416,KMED AM 1440 Biocoastal,http://www.kmed.com/,Radio Station,50
417,KFAZ-CA Channel 18 Azteca America,http://www.kmsgtv.com/,TV Station,90
418,KNXT Channel 50 Catholic Television,http://www.knxt.tv/,TV Station,90
419,"KOFK-LP 88.5, 98.3",http://www.kofkradio.org/,Radio Station,13
420,KVKL 105.1 FM,http://www.kool105.com/,Radio Station,12
421,K13UF-D Channel 13,http://www.kpvi.com/,TV Station,70
422,"W299AC KQYB FM 107.7 Family Radio, Inc.",http://www.kq98.com/,Radio Station,40
423,KQAL 89.5 Your Radio Alternative,http://www.kqal.org/,Radio Station,96
424,K31KK-D Transmit channel 31 KDF,http://www.kristv.com/category/293859/kdf,TV Station,39
425,"KTAI FM 91.1 Texas A&M, Kingsville",http://www.ktaifm.com/,Radio Station,39
426,KTEV-LP Channel 19,http://www.ktev-tv.com/,TV Station,84
427,KTOY 104.7 Jammin' 104,http://www.ktoy1047.com/,Radio Station,84
428,W50DR-D KTTC Transmit 50 NBC,http://www.kttc.com/,TV Station,40
429,KUIC (95.3),http://www.kuic.com/,Radio Station,88
430,KUPI-FM 99.1 King of Country,http://www.kupi99.com/,Radio Station,70
431,KVLP-LP 101.5,http://www.kvlp.org/,Radio Station,90
432,KSMD 1300,http://www.kwck999.com/,Radio Station,74
433,KWDC-LP 93.5,http://www.kwdcradio.org/,Radio Station,81
434,KWRM-AM 1370,http://www.kwrm1370am.com/,Radio Station,18
435,KYAK 930 Yakima's Christian Voice,http://www.kyak.com/,Radio Station,100
436,KYCC 90.1,http://www.kycc.org/,Radio Station,81
437,KYGO 98.5 FM,http://www.kygo.com/,Radio Station,12
438,WIWA 1160 La Estacion Del Pueblo,http://www.laestaciondelpueblo.com/,Radio Station,78
439,WKBF 1270 La Jefa 1270,http://www.lajefa1270.com/,Radio Station,72
440,KBDR-FM1 100.5,http://www.laley1005.com/,Radio Station,43
441,W263BJ FM 100.5 Mid-way radio/ WNTA 1330 AM,http://www.lamovidaradiorockford.com/,Radio Station,47
442,K241AJ FM 96.1 Family Stations,http://www.laquebuena961.com/,Radio Station,62
443,KMNY AM 1360,http://www.lavoz1360dallas.com/,Radio Station,35
444,Lawndale News,http://www.lawndalenews.com/,Newspaper/Magazine,16
445,Life in Corona,http://www.lifeincorona.com/,Online Only,18
446,WGON 89.1 Lifesongs 89.1,http://www.lifesongs.com/,Radio Station,75
447,Laredo Morning Times,http://www.lmtonline.com/,Newspaper/Magazine,43
448,El Tiempo de Laredo,http://www.lmtonline.com/el_tiempo/,Newspaper/Magazine,43
449,K22IK-D Channel 22,http://www.localnews8.com/,TV Station,70
450,Lucerne Valley Leader,http://www.lucernevalleyleader.com/,Online Only,5
451,WSPA FM 98.9,http://www.magic989.com/,Radio Station,76
452,Mail Tribune,http://www.mailtribune.com/,Online Only,50
453,Marion Online News,http://www.mariononline.com,Online Only,49
454,The Marion Star,http://www.marionstar.com,Newspaper/Magazine,49
455,"WMNO-CD Positive News Network, Inc.",http://www.mariontv22.com/,TV Station,49
456,Merced County News Television,http://www.mcntvnews.com/,TV Station,52
457,Marietta Daily Journal,http://www.mdjonline.com/,Newspaper/Magazine,48
458,Cobb Business Journal,http://www.mdjonline.com/cobb_business_journal/,Newspaper/Magazine,48
459,Cobb Football Friday,http://www.mdjonline.com/cobb_football_friday/,Newspaper/Magazine,48
460,Neighbor News,http://www.mdjonline.com/neighbor_newspapers/,Newspaper/Magazine,48
461,Medford Nickel Classifieds,http://www.medfordnickel.com/,Newspaper/Magazine,50
462,Merced County Times,http://www.mercedcountytimes.net/,Newspaper/Magazine,52
463,Merced Sun-Star,http://www.mercedsunstar.com/,Newspaper/Magazine,52
464,Milford CT Blog,http://www.milfordctblog.com/,Online Only,NA
465,Milford Mirror,http://www.milfordmirror.com/,Newspaper/Magazine,NA
466,KIMN 100.3 FM,http://www.mix100.com/,Radio Station,12
467,Ann Arbor News (redirects from AnnArbor.com),http://www.mlive.com/ann-arbor/,Newspaper/Magazine,3
468,The Bay City Times (online at MLive),http://www.mlive.com/bay-city/,Newspaper/Magazine,6
469,West Michigan Business Review Magazine,http://www.mlive.com/businessreview/,Newspaper/Magazine,31
470,Grand Rapids Press,http://www.mlive.com/grand-rapids/,Newspaper/Magazine,31
471,KUSM-TV 9,http://www.montanapbs.org/,TV Station,13
472,Mountain Gazette Magazine,http://www.mountaingazette.com/,Newspaper/Magazine,12
473,WMEA TV 45,http://www.mpbn.net/,TV Station,11
474,KMCW-LP Broadcasting Licenses MundoMax,http://www.mundomax.com/,TV Station,50
475,WHNN FM 96.1,http://www.my961.com/,Radio Station,6
476,K248BX 97.5 My 97.5,http://www.my975fm.com/,Radio Station,90
477,My Bay City,http://www.mybaycity.com,Online Only,6
478,KBGY FM 107.5,http://www.mybobcountry.com/,Radio Station,25
479,KXOF-CD Extravision Fox 39,http://www.mylaredofox.com/,TV Station,43
480,Ocean Style,http://www.myoceanstyle.com/,Newspaper/Magazine,56
481,KARM 89.7 Promise FM,http://www.mypromisefm.com/,Radio Station,90
482,WWGO FM 92.1,http://www.myradiolink.com/,Radio Station,15
483,W294BN 106.7 FM,http://www.myreachradio.com/,Radio Station,21
484,KDBZ-TV 6,http://www.nbcmontana.com/,TV Station,13
485,WQEC West Central Illinois Educational Channel 34,http://www.networkknowledge.tv/,TV Station,69
486,New Berlin Now,http://www.newberlinnow.com/,Newspaper/Magazine,57
487,KHHK 99.7 Hot 99.7,http://www.newhot997.com/,Radio Station,100
488,The News-Herald,http://www.news-herald.com/,Newspaper/Magazine,95
489,WKBT-DT QueenB Television,http://www.news8000.com/,TV Station,40
490,WXMF Kayser Broadcast Ministries Inc,http://www.newvision.fm/,Radio Station,49
491,WEKW New Hampsure Public Television,http://www.nhptv.org/,TV Station,38
492,Northern Iowan,http://www.northerniowan.com/,Newspaper/Magazine,14
493,Nowiny Rekord,http://www.nowiny24.pl/,Newspaper/Magazine,87
494,K256BS (KODV) FM 99.1 Ondas,http://www.ondasdevida.com/,Radio Station,62
495,OutBoulder,http://www.outboulder.org/blog,Online Only,12
496,Owassoisms,http://www.owassoisms.com/,Online Only,60
497,The Oxford Eagle,http://www.oxfordeagle.com/,Newspaper/Magazine,61
498,The Parma Observer,http://www.parmaobserver.com/,Online Only,63
499,Pasadena Now,http://www.pasadenanow.com/main/,Newspaper/Magazine,64
500,Pasadena Star-News,http://www.pasadenastarnews.com/,Newspaper/Magazine,64
501,Rose Magazine,http://www.pasadenastarnews.com/rose-parade,Newspaper/Magazine,64
502,Pasadena Weekly,http://www.pasadenaweekly.com/cms/index/,Newspaper/Magazine,64
503,PCC (Pasadena City College) Courier,http://www.pcccourier.com/,Newspaper/Magazine,64
504,KYPL 91.1 Positive Life Radio,http://www.plr.org/,Radio Station,100
505,Between the Lines (known as PrideSource online),http://www.pridesource.com/,Online Only,3
506,W237CZ 95.3 FM (WPRR rebroadcast),http://www.publicrealityradio.org/,Radio Station,31
507,WQCY FM 103.8,http://www.q104wqcy.com/,Radio Station,69
508,KSEQ 97.1 Fresno's #1 Hip-Hop Station,http://www.q97.com/,Radio Station,90
509,WQXE FM 98.3,http://www.quicksie983.com/,Radio Station,23
510,KVCU AM 1190,http://www.radio1190.org/,Radio Station,12
511,KZBN-FM 90.3,http://www.radio74.net/,Radio Station,13
512,KBKY FM 94.1 Radio Alfa y Omega,http://www.radioalfayomega941fm.com/,Radio Station,52
513,NA,http://www.radioamistad.net/ra/,Radio Station,NA
514,KGIC-LP 105.5 FM,http://www.radioimpacto.org/,Radio Station,18
515,K226BA FM 93.1 WKLBD,http://www.radiolibertad.net/,Radio Station,39
516,KLAR AM 1300 Faith and Power Comm Inc,http://www.radiopoder1300.com/,Radio Station,43
517,WRVU-LP,http://www.radiovisioncdr.com/,Radio Station,31
518,The Record,http://www.recordnet.com/,Newspaper/Magazine,81
519,WRYV-FM1 88.7 Central Pennsylvania's RevFM,http://www.revfm.net/,Radio Station,80
520,Standard Journal,http://www.rexburgstandardjournal.com/,Newspaper/Magazine,70
521,Riverbender.com,http://www.riverbender.com/,Online Only,2
522,K24HQ-D TV 6,http://www.rmpbs.org/home/,TV Station,12
523,KKBA FM 92.7,http://www.rock927.com/,Radio Station,39
524,Rossmoor News,http://www.rossmoornews.com/,Newspaper/Magazine,91
525,The Salem News,http://www.salemnews.com/,Newspaper/Magazine,10
526,WNSC Channel 30,http://www.scetv.org/,TV Station,76
527,St. Cloud in the News,http://www.scinthenews.com/,Online Only,78
528,KPCC FM 89.3 Pasadena Area Community College,http://www.scpr.org/,Radio Station,64
529,WSBZ FM 106.3 Carter Broadcasting,http://www.seabreeze.fm/,Radio Station,56
530,Searcy Living,http://www.searcyliving.net/,Newspaper/Magazine,74
531,Seminole Voice,http://www.seminolevoice.com/,Online Only,59
532,Keene Sentinel,http://www.sentinelsource.com/,Newspaper/Magazine,38
533,San Gabriel Valley Examiner,http://www.sgvexaminer.com/home.htm,Newspaper/Magazine,29
534,San Gabriel Valley Tribune (Glendora/San Dimas/La Verne Highlander),http://www.sgvtribune.com/,Newspaper/Magazine,NA
535,Monadnock Shopper News,http://www.shoppernews.com/,Newspaper/Magazine,38
536,K211EY (KHMS) FM 90.1 Faith Communications Corp.,http://www.sosradio.net/,Radio Station,62
537,WXPS LP 92.1,http://www.soundoftruthradio.org/,Radio Station,76
538,Faribault Daily News,http://www.southernminn.com/faribault_daily_news/,Newspaper/Magazine,25
539,The South Texan:  Texas A&M - Kingsville,http://www.southtexannews.com/,Newspaper/Magazine,39
540,Spartan Weekly News,http://www.spartanweeklyonline.com/,Newspaper/Magazine,76
541,Stamford Advocate,http://www.stamfordadvocate.com/,Newspaper/Magazine,79
542,Stamford Plus,http://www.stamfordplus.com/,Newspaper/Magazine,79
543,StateCollege.com,http://www.statecollege.com/,Online Only,80
544,State College Magazine,http://www.statecollegemagazine.com/,Newspaper/Magazine,80
545,WCXG FM 89.7 FM,http://www.strongtowerradio.org/,Radio Station,31
546,South Washington County Bulletin,http://www.swcbulletin.com/,Newspaper/Magazine,19
547,Lakeshore Weekly News,http://www.swnewsmedia.com/lakeshore_weekly/,Newspaper/Magazine,55
548,KIXW AM 960,http://www.talk960.com/,Radio Station,5
549,K40KB Channel 40,http://www.tbn.org/,TV Station,13
550,WFHD TV 27,http://www.tct.tv/,Newspaper/Magazine,3
551,KNSO Channel 51 NBC Telemundo License LLC,http://www.telemundo51fresno.com/,TV Station,52
552,KVEA TV 52,http://www.telemundo52.com/,TV Station,18
553,Texarkana Gazette,http://www.texarkanagazette.com/,Newspaper/Magazine,NA
554,KTFS 740 Talk Radio 740,http://www.texarkanaradio.com/,Radio Station,NA
555,The Bridge:  Texas A&M International Univ.,http://www.thebridgenewspaper.com/,Newspaper/Magazine,43
556,WBSF TV 46,http://www.thecw46.com/,TV Station,6
557,The Daily Citizen,http://www.thedailycitizen.com/,Newspaper/Magazine,74
558,KDOV 91.7 FM and,http://www.thedove.us/,Radio Station,50
559,KBBO 1390 The Fan,http://www.thefanyakima.com/,Radio Station,100
560,Gallatin County News,http://www.thegallatincountynews.com/pages/index.php,Newspaper/Magazine,13
561,The Gleaner,http://www.thegleaner.com/,Newspaper/Magazine,33
562,KRSE 105.7 The Hawk,http://www.thehawkyakima.com/,Radio Station,100
563,WWDL 91.3 The Life FM,http://www.thelifefm.com/,Radio Station,67
564,WKPS 90.7 The Lion 90.7 FM,http://www.thelion.fm/,Radio Station,80
565,The Neighborhood News: The Garfield Heights Tribune,http://www.theneighborhoodnews.com/,Newspaper/Magazine,27
566,The News-Enterprise,http://www.thenewsenterprise.com/,Newspaper/Magazine,23
567,Ann Arbor Jounral (A2) (now named The News Herald?),http://www.thenewsherald.com/,Newspaper/Magazine,3
568,Antioch Press,http://www.thepress.net/,Newspaper/Magazine,4
569,W293AB FM 106.5 WHDQ,http://www.theqrocks.com/,Radio Station,38
570,Rapidian,http://www.therapidian.org/,Online Only,31
571,Reporter,http://www.thereporter.com/,Newspaper/Magazine,88
572,Rooster Magazine,http://www.therooster.com/,Online Only,12
573,The Sentinel Weekly,http://www.thesentinelweekly.com/,Newspaper/Magazine,18
574,WTCK 96.7 FM,http://www.theticket.com/,Radio Station,26
575,Update Shopper,http://www.theupstateshopper.com/,Newspaper/Magazine,76
576,The Valley Chronicle,http://www.thevalleychronicle.com/,Newspaper/Magazine,32
577,Tidbits of Marietta,http://www.tidbitsweekly.com/publisher/tidbits_marietta/index.php?p=1_3_Read-Tidbits-Online,Newspaper/Magazine,48
578,Cherokee Trubine & Ledger-News,http://www.tribuneledgernews.com/local_news/,Newspaper/Magazine,98
579,KMIX 100.9 Radio Tricolor,http://www.tricolor1009.com/,Radio Station,86
580,KLNZ FM 103.5,http://www.tricolor1035.com/,Radio Station,28
581,WDES-CD Transmit Channel 35 Beach TV,http://www.tripsmarter.com/,TV Station,56
582,WWWW FM 102.9,http://www.w4country.com/,Radio Station,3
583,WAAM AM 1600,http://www.waamradio.com/,Radio Station,3
584,W222CD 92.3 FM,http://www.waky1035.com/,Radio Station,23
585,WBBL FM 107.3,http://www.wbbl.com/,Radio Station,31
586,WBGZ AM 1570,http://www.wbgzradio.com/,Radio Station,2
587,NA,http://www.wbkv.com/,Radio Station,93
588,WCBN-FM 88.3,http://www.wcbn.org/,Radio Station,3
589,WCEV AM 1450,http://www.wcev1450.com/,Radio Station,16
590,WCHW FM 91.3,http://www.wchwonline.freewebspace.com/,Radio Station,6
591,W22DO-D Channel 22,http://www.wcny.org/,TV Station,87
592,WCOY 99.5,http://www.wcoy.com/,Radio Station,69
593,WCSG FM 91.3,http://www.wcsg.org/,Radio Station,31
594,WEIU FM 88.9,http://www.weiu.net/,2 and 3,15
595,West Allis NOW,http://www.westallisnow.com/,Newspaper/Magazine,92
596,NA,http://www.wexl1340.com/,Radio Station,73
597,WFUR-FM 102.9,http://www.wfuramfm.com/,Radio Station,31
598,"W256BH FM 99.1 ""The Fox"" and",http://www.wfzxthefox.com/,Radio Station,61
599,WGCA 88.5 FM,http://www.wgca.org/,Radio Station,69
600,WGEM Channel 10,http://www.wgem.com/,Radio Station,69
601,WGVU TV 35,http://www.wgvu.org/home/,TV Station,31
602,Quincy Herald Whig,http://www.whig.com/,Newspaper/Magazine,69
603,WHVL-LD Channel 27,http://www.whvl.com/,TV Station,80
604,WIJD 1270 Radio That Changes the Way You Live,http://www.wilkinsradio.com/,Radio Station,68
605,Winona Daily News,http://www.winonadailynews.com/,Newspaper/Magazine,96
606,Winona Post,http://www.winonapost.com/,Newspaper/Magazine,96
607,KWNO 1230 AM 12 3 Oh,http://www.winonaradio.com/,Radio Station,96
608,WIOG FM 102.5,http://www.wiog.com/,Radio Station,6
609,WLAX - 25 Nexstar Broadcasting,http://www.wiproud.com/,TV Station,40
610,WJNT AM 1180 Mississippi Talk Radio,http://www.wjnt.com/,Radio Station,66
611,WKHX 101.5 FM,http://www.wkhx.com/,Radio Station,48
612,WKNH FM 91.3 Keene State College,http://www.wknh.org/,Radio Station,38
613,WKTV Channel 29,http://www.wktv.com/,TV Station,87
614,WLAV-FM 96.9,http://www.wlav.com/,Radio Station,31
615,WLXR-FM 104.9 Mississippi Valley,http://www.wlxr.com/,Radio Station,40
616,WMDE TV 36,http://www.wmdetv.com/,TV Station,21
617,WEVD-LP,http://www.wmdt.com/,TV Station,21
618,WNEM TV 5,http://www.wnem.com/,TV Station,6
619,W283AK 104.5 FM,http://www.wolf943.com/,Radio Station,23
620,NA,http://www.woli-am.com,Radio Station,76
621,NA,http://www.woli-fm.com,Radio Station,76
622,Woodbury Bulletin,http://www.woodburybulletin.com/,Newspaper/Magazine,97
623,WPAT AM 930 Multicultural Radio Broadcasting,http://www.wpat930am.com/,Radio Station,65
624,WHLA FM 90.3 Univ.,http://www.wpr.org/whla-fm-903-la-crosse,Radio Station,40
625,WLSU 88.9 State of WI,http://www.wpr.org/wlsu-fm-889-la-crosse,Radio Station,40
626,NA,http://www.wqjcfm.com,Radio Station,69
627,WQQX AM 1490,http://www.wqqx1490am.com/,Radio Station,22
628,W232AX 94.3,http://www.wrhi.com/,Radio Station,71
629,WRSC 1390 NewsRadio 1390,http://www.wrscfm.com/,Radio Station,80
630,WRVN 91.9 Public Radio Music Source,http://www.wrvo.com/,Radio Station,87
631,WTAD 930 AM,http://www.wtad.com/,Radio Station,69
632,WTBJ FM 91.3 Trinity Christian Academy,http://www.wtbj.org/,Radio Station,61
633,WTJR Christian TV Network Channel 32,http://www.wtjr.org/,TV Station,69
634,WTKA AM 1050,http://www.wtka.com/,Radio Station,3
635,WUPL Channel 24,http://www.wupltv.com/,TV Station,75
636,WUSP 1550,http://www.wuspfm.com/,Radio Station,87
637,WUTQ-FM 100.7,http://www.wutqfm.com/,Radio Station,87
638,K229BH WWIB FM 93.7 W. WI Inspirational,http://www.wwib.com/,Radio Station,40
639,WXOW DTV  19,http://www.wxow.com/,TV Station,40
640,WYGR 1530 The Pulse of the City,http://www.wygr.net/,Radio Station,99
641,WZZM TV 13,http://www.wzzm13.com/,TV Station,31
642,KZXY FM 102.3,http://www.y102fm.com/,Radio Station,5
643,Yakima Herald-Republic,http://www.yakimaherald.com/,Newspaper/Magazine,100
644,Yakima Magazine,http://www.yakimamagazine.com/,Newspaper/Magazine,100
645,K262AZ 100.3 FM,http://www.ynop.org/,Radio Station,13
646,Glendale Today (on YourWestValley.com; redirect),http://www.yourwestvalley.com/your_town/glendale/,Newspaper/Magazine,28
647,Surprise Today,http://www.yourwestvalley.com/your_town/surprise/,Newspaper/Magazine,83
648,KJBZ FM 92.7 Encarnacion A. Guerra,http://www.z93laredo.com/,Radio Station,43
649,NA,http://www2.isu.edu/kisufm/,Radio Station,70
650,W235BN 94.9 FM (WYGR),http://wygr.net/,Radio Station,31
651,WZZM My Town,http://wyoming.wzzm13.com/,Online Only,99
652,WYTX-LP 98.5,http://wytx.fm/,Radio Station,71
653,WZMO - Marion Community Radio,http://wzmofm.com/,Radio Station,49
654,Thornton's YourHub.com,http://yourhub.denverpost.com/blog/category/adams-county/thornton/,Online Only,85
655,KBMC-FM 102.1,http://ypradio.org/,Radio Station,13
656,WDEO AM 990,https://avemariaradio.net/wdeo-990-am/,Radio Station,3
657,Bilingual Weekly,https://bilingualweekly.wordpress.com/,Newspaper/Magazine,81
658,Cobb Life Magazine,https://cobblifemagazine.wordpress.com,Newspaper/Magazine,48
659,Coppell on Bubble Life,https://coppell.bubblelife.com/,Online Only,17
660,Caesar Rodney Institute Blog,https://criblog.wordpress.com/,Online Only,21
661,Henderson Watch,https://www.facebook.com/HendersonWatch,Online Only,33
662,Mesquite Scanner,https://www.facebook.com/MesquiteScanner/,Online Only,53
663,WLOI AM 1540 Nostalgia,https://www.facebook.com/pages/Wloi-AM-1540/117533534975327,Radio Station,41
